EASINID,Name,Authorship,FirstIntroductionsInEU,PresentInCountries,Status,HasImpact,IsEUConcern,EUConcernName,IsOutermostConcern,ConcernedOutermostRegions,IsMSConcern,ConcernedMS,IsPartNative,NativeRange,IsHorizonScanning,LastRevisionDate,Kingdom,Phylum,Class,Order,Family,CommonNames,Synonyms,CBD_Pathways
R20138,Agrilus anxius,"(Gory, 1841)",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,,Animalia,Arthropoda,Insecta,Coleoptera,Buprestidae,,,
R20139,Agrilus auroguttatus,"(Schaeffer, 1905)",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,,Animalia,Arthropoda,Insecta,Coleoptera,Buprestidae,,,
R00409,Agrilus planipennis,"Fairmaire, 1888",,,A,TRUE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Arthropoda,Insecta,Coleoptera,Buprestidae,,,
R00410,Agrilus sinuatus,"(Olivier, 1790)",,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Animalia,Arthropoda,Insecta,Coleoptera,Buprestidae,,,
R00411,Agrimonia eupatoria subsp. grandis,(Andrz. ex C.A.Mey.) Bornm.,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,,,
R00412,Agrimonia pilosa,Aitch.,,,C,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,,,
R00413,Agrimonia procera,Wallr.,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,,,
R00417,Agriotes sordidus,"(Illiger, 1807)",,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,,,
R00421,Agrocybe putaminum,(Maire) Singer,,,C,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,,,
R19747,Agropsar sturninus,"(Pallas, 1776)",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Chordata,Aves,Passeriformes,Sturnidae,,,
R00423,Agropyron cristatum,(L.) Gaertn.,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Cyperales,Poaceae,,,
R00424,Agropyron dasyanthum,Ledeb.,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Cyperales,Poaceae,,,
R00425,Agropyron desertorum,(Fisch. ex Link) Schult.,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Cyperales,Poaceae,,,
R00426,Agropyron fragile,(Roth) P.Candargy,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Cyperales,Poaceae,,,
R00429,Agrostemma githago subsp. githago,"L., 1753",,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,,,
R08035,Agrostis avenacea,J.F.Gmel.,,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Cyperales,Poaceae,,,
R00433,Agrostis billardierei,R.Br.,,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Cyperales,Poaceae,,,
R00434,Agrostis capillaris,L.,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Cyperales,Poaceae,,,
R00437,Agrostis castellana,Boiss. & Reut.,,,A,TRUE,FALSE,,TRUE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Cyperales,Poaceae,,,
R00438,Agrostis eriantha,Hack.,,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Cyperales,Poaceae,,,
R00439,Agrostis exarata,Trin.,,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Cyperales,Poaceae,,,
R00440,Agrostis gigantea,Roth,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Cyperales,Poaceae,,,
R00442,Agrostis hyemalis,"(Walter) Britton, Sterns & Poggenb.",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Cyperales,Poaceae,,,
R00443,Agrostis lachnantha,Nees,,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Cyperales,Poaceae,,,
R00444,Agrostis nebulosa,Boiss. & Reut.,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Cyperales,Poaceae,,,
R00446,Agrostis pourretii,Willd.,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Cyperales,Poaceae,,,
R00447,Agrostis scabra,Willd.,,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Cyperales,Poaceae,,,
R18255,Agrostis stolonifera,L.,,,A,TRUE,FALSE,,TRUE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Cyperales,Poaceae,,,
R00451,Agrostis x bjoerkmanii,Widén,,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Cyperales,Poaceae,,,
R18296,Agrostis x fouilladeana,Lambinon & Verloove,,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Cyperales,Poaceae,,,
R00441,Agrostis x gigantifera,Portal,,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Cyperales,Poaceae,,,
R17797,Agrostothrips meridionalis,"(Bagnall, 1927)",,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Animalia,Arthropoda,Insecta,Thysanoptera,Thripidae,,,
R00456,Ahasverus advena,"(Waltl, 1834)",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Arthropoda,Insecta,Coleoptera,Silvanidae,,,
R00457,Ahasverus excisus,"(Reitter, 1876)",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Arthropoda,Insecta,Coleoptera,Silvanidae,,,
R00458,Ahnfeltiopsis flabelliformis,"(Harvey) Masuda, 1993",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Phyllophoraceae,,,
R19908,Aichryson laxum,(Haw.) Bramwell,,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Crassulaceae,,,
R16528,Aidanosagitta neglecta,"(Aida, 1897)",,,C,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,,,
R00460,Ailanthus altissima,(Mill.) Swingle,,,A,TRUE,TRUE,,TRUE,,TRUE,,FALSE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Simaroubaceae,,,
R00461,Aiptasia pulchella,"Carlgren, 1943",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Cnidaria,Anthozoa,Actiniaria,Aiptasiidae,,,
R00462,Aira caryophyllea,L.,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Cyperales,Poaceae,,,
R00464,Aira elegantissima,Schur,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Cyperales,Poaceae,,,
R00465,Airaphilus nasutus,"Chevrolat, 1860",,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Animalia,Arthropoda,Insecta,Coleoptera,Silvanidae,,,
R00466,Aix galericulata,"(Linnaeus, 1758)",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Chordata,Aves,Anseriformes,Anatidae,,,
R00467,Aix sponsa,"(Linnaeus, 1758)",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Chordata,Aves,Anseriformes,Anatidae,,,
R00469,Aizoanthemum hispanicum,(L.) H.E.K.Hartmann,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Aizoaceae,,,
R00468,Aizoon canariense,L.,,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Aizoaceae,,,
R00470,Ajuga chamaepitys,(L.) Schreb.,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,,,
R00471,Ajuga chamaepitys subsp. chia,(Schreb.) Arcang.,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,,,
R00472,Ajuga genevensis,L.,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,,,
R00474,Ajuga pyramidalis,L.,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,,,
R00475,Ajuga reptans,L.,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,,,
R19334,Akatopora leucocypha,"(Marcus, 1937)",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Akatoporidae,,,
R00476,Akebia quinata,(Houtt.) Decne.,,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Lardizabalaceae,,,
R19813,Alauda arvensis,"Linnaeus, 1758",,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Animalia,Chordata,Aves,Passeriformes,Alaudidae,,,
R19237,Albinaria caerulea,"(Deshayes, 1835)",,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Animalia,Mollusca,Gastropoda,Stylommatophora,Clausiliidae,,,
R19220,Albinaria corrugata inflata,"(Olivier, 1801)",,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Animalia,Mollusca,Gastropoda,Stylommatophora,Clausiliidae,,,
R19217,Albinaria cretensis,"(Rossmässler, 1836)",,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Animalia,Mollusca,Gastropoda,Stylommatophora,Clausiliidae,,,
R19223,Albinaria hippolyti aphrodite,"(O.Boettger, 1883)",,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Animalia,Mollusca,Gastropoda,Stylommatophora,Clausiliidae,,,
R19222,Albinaria hippolyti holtzi,"(Sturany, 1904)",,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Animalia,Mollusca,Gastropoda,Stylommatophora,Clausiliidae,,,
R19221,Albinaria idaea,"(L.Pfeiffer, 1850)",,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Animalia,Mollusca,Gastropoda,Stylommatophora,Clausiliidae,,,
R19226,Albinaria maltzani,"(O.Boettger, 1883)",,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Animalia,Mollusca,Gastropoda,Stylommatophora,Clausiliidae,,,
R19219,Albinaria munda,"(Rossmassler, 1836)",,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Animalia,Mollusca,Gastropoda,Stylommatophora,Clausiliidae,,,
R19224,Albinaria praeclara parallelifera,"(O.Boettger, 1878)",,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Animalia,Mollusca,Gastropoda,Stylommatophora,Clausiliidae,,,
R19225,Albinaria praeclara praeclara,,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Animalia,Mollusca,Gastropoda,Stylommatophora,Clausiliidae,,,
R19218,Albinaria puella,"(L.Pfeiffer, 1849)",,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Animalia,Mollusca,Gastropoda,Stylommatophora,Clausiliidae,,,
R19227,Albinaria teres teres,,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Animalia,Mollusca,Gastropoda,Stylommatophora,Clausiliidae,,,
R00477,Albizia julibrissin,Durazz.,,,A,TRUE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,,,
R00478,Albizia lebbeck,(L.) Benth.,,,A,TRUE,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,,,
R13501,Albizia saman,(Jacq.) Merr.,,,A,TRUE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,,,
R00480,Albugo candida,(Pers.) Roussel,,,C,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Chromista,Oomycota,Oomycetes,Albuginales,Albuginaceae,,,
R19953,Alburnus albidus,"(Costa, 1838)",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,,,
R00481,Alburnus alburnus,"(Linnaeus, 1758)",,,A,TRUE,FALSE,,TRUE,,TRUE,,TRUE,,FALSE,,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,,,
R00483,Alburnus tarichi,"(Güldenstädt, 1814)",,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,,,
R00486,Alcea rosea,L.,,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,,,
R00487,Alcea setosa,(Boiss.) Alef.,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,,,
R00491,Alchemilla alpina,L.,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,,,
R00492,Alchemilla baltica,Sam. ex Juz.,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,,,
R00493,Alchemilla conjuncta,Bab.,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,,,
R00494,Alchemilla cymatophylla,Juz.,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,,,
R00495,Alchemilla gibberulosa,H.Lindb.,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,,,
R00496,Alchemilla glabricaulis,H.Lindb.,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,,,
R00497,Alchemilla glaucescens,Wallr.,,,C,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,,,
R00498,Alchemilla heptagona,Juz.,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,,,
R00499,Alchemilla hirsuticaulis,H.Lindb.,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,,,
R00500,Alchemilla leiophylla,Juz.,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,,,
R00501,Alchemilla micans,Buser,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,,,
R00502,Alchemilla mollis,(Buser) Rothm.,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,,,
R00503,Alchemilla monticola,Opiz,,,C,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,,,
R00504,Alchemilla plicata,Buser,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,,,
R00505,Alchemilla propinqua,H.Lindb. ex Juz.,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,,,
R00507,Alchemilla sarmatica,Juz.,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,,,
R00508,Alchemilla semilunaris,Alechin,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,,,
R00509,Alchemilla sericata,Rchb. ex Buser,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,,,
R00510,Alchemilla speciosa,Buser,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,,,
R00511,Alchemilla splendens,hort.,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,,,
R00512,Alchemilla subcrenata,Buser,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,,,
R00513,Alchemilla subglobosa,G.C.Westerl.,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,,,
R00514,Alchemilla tytthantha,Juz.,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,,,
R00517,Alectoris barbara,"(Bonnaterre, 1792)",,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Animalia,Chordata,Aves,Galliformes,Phasianidae,,,
R00518,Alectoris chukar,"(J.E.Gray, 1830)",,,A,TRUE,FALSE,,TRUE,,FALSE,,TRUE,,FALSE,,Animalia,Chordata,Aves,Galliformes,Phasianidae,,,
R00519,Alectoris graeca,"(Meisner, 1804)",,,A,TRUE,FALSE,,TRUE,,FALSE,,TRUE,,FALSE,,Animalia,Chordata,Aves,Galliformes,Phasianidae,,,
R00520,Alectoris rufa,"(Linnaeus, 1758)",,,A,TRUE,FALSE,,TRUE,,FALSE,,TRUE,,FALSE,,Animalia,Chordata,Aves,Galliformes,Phasianidae,,,
R18210,Alectryonella plicatula,"(Gmelin, 1791)",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,,,
R00521,Aleochara bipustulata,"(Linnaeus, 1760)",,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,,,
R00522,Aleochara clavicornis,"L.Redtenbacher, 1849",,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,,,
R00523,Aleochara gaudiuscula,"Tottenham, 1939",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,,,
R00524,Aleochara puberula,"Klug, 1832",,,C,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,,,
R00525,Aleochara sparsa,"Heer, 1839",,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,,,
R00526,Alepes djedaba,"(Forsskål, 1775)",,,A,TRUE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Chordata,Actinopterygii,Perciformes,Carangidae,,,
R19531,Alesandrium tamarense,(Lebour) Balech,,,C,TRUE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Chromista,Myzozoa,Dynophyceae,Gonyaulacales,Gonyaulacaceae,,,
R20037,Aleurocanthus camelliae,"Kanmiya & Kasai, 2011",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Arthropoda,Insecta,Hemiptera,Aleyrodidae,,,
R17959,Aleurocanthus spiniferus,"(Quaintance, 1903)",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Arthropoda,Insecta,Hemiptera,Aleyrodidae,,,
R00528,Aleurochiton acerinus,"Haupt, 1934",,,C,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Animalia,Arthropoda,Insecta,Hemiptera,Adelgidae,,,
R17975,Aleuroclava aucubae,"(Kuwana, 1911)",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Arthropoda,Insecta,Hemiptera,Aleyrodidae,,,
R18017,Aleuroclava hikosanensis,"(Takahashi, 1938)",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Arthropoda,Insecta,Hemiptera,Aleyrodidae,,,
R18027,Aleuroclava jasmini,"(Takahashi, 1932)",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Arthropoda,Insecta,Hemiptera,Aleyrodidae,,,
R16911,Aleurodicus destructor,"(Mackie, 1912)",,,A,TRUE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Arthropoda,Insecta,Hemiptera,Aleyrodidae,,,
R00531,Aleurodicus dispersus,"Russell, 1965",,,A,TRUE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Arthropoda,Insecta,Hemiptera,Aleyrodidae,,,
R00532,Aleurodothrips fasciapennis,"(Franklin, 1908)",,,C,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Arthropoda,Insecta,Thysanoptera,Phlaeothripidae,,,
R00533,Aleurolobus marlatti,"(Quaintance, 1903)",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Arthropoda,Insecta,Hemiptera,Aleyrodidae,,,
R00534,Aleurolobus olivinus,"(Silvestri, 1911)",,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Animalia,Arthropoda,Insecta,Hemiptera,Aleyrodidae,,,
R17985,Aleuroplatus perseaphagus,"Martin, Aguiar & Pita, 1996",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Arthropoda,Insecta,Hemiptera,Aleyrodidae,,,
R00536,Aleuropteridis filicicola,"(Newstead, 1911)",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Arthropoda,Insecta,Hemiptera,Aleyrodidae,,,
R00537,Aleuropteryx juniperi,"Ohm, 1968",,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Animalia,Arthropoda,Insecta,Neuroptera,Coniopterygidae,,,
R00538,Aleurothrixus floccosus,"(Maskell, 1896)",,,A,TRUE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Arthropoda,Insecta,Hemiptera,Aleyrodidae,,,
R00539,Aleurotrachelus atratus,"Hempel, 1922",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Arthropoda,Insecta,Hemiptera,Aleyrodidae,,,
R16912,Aleurotrachelus trachoides,"(Back, 1912)",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Arthropoda,Insecta,Hemiptera,Aleyrodidae,,,
R00540,Aleurotulus nephrolepidis,"(Quaintance, 1900)",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Arthropoda,Insecta,Hemiptera,Aleyrodidae,,,
R17435,Alexandrium acatenella,"(Whedon & Kof.) Balech, 1985",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Gonyaulacaceae,,,
R17436,Alexandrium affine,"(H.Inoue & Y.Fukuyo) Balech, 1995",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Gonyaulacaceae,,,
R19519,Alexandrium concavum,"Halim, 1960",,,Q,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Chromista,Myzozoa,Dynophyceae,Gonyaulacales,Gonyaulacaceae,,,
R19523,Alexandrium insuetum,"Balech, 1985",,,Q,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Chromista,Myzozoa,Dynophyceae,Gonyaulacales,Gonyaulacaceae,,,
R19525,Alexandrium kutnerae,"Halim, 1960",,,Q,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Chromista,Myzozoa,Dynophyceae,Gonyaulacales,Gonyaulacaceae,,,
R00543,Alexandrium leei,Balech,,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Gonyaulacaceae,,,
R00544,Alexandrium minutum,Halim,,,C,TRUE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Gonyaulacaceae,,,
R17242,Alexandrium monilatum,"(Howell) F.J.R.Taylor, 1979",,,A,TRUE,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Gonyaulacaceae,,,
