EASINID,Country,Year,Ref
R14465,UK,1905,Online Atlas of the British and Irish flora. 
R14466,NO,2004,NOBANIS - European Network on Invasive Alien Species. 
R14467,NO,1991,NOBANIS - European Network on Invasive Alien Species. 
R14468,UK,1967,Online Atlas of the British and Irish flora. 
R14469,NO,1893,NOBANIS - European Network on Invasive Alien Species. 
R14470,UK,1994,Online Atlas of the British and Irish flora. 
R14471,LT,1992,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R14472,NO,1993,NOBANIS - European Network on Invasive Alien Species. 
R14473,NO,1964,NOBANIS - European Network on Invasive Alien Species. 
R14474,PL,1900,DAISIE
R14475,NO,1873,NOBANIS - European Network on Invasive Alien Species. 
R14478,AT,1935,NOBANIS - European Network on Invasive Alien Species. 
R19886,UK,2013,"IPPC, 2013. Spiranthes mosaic virus 3. IPPC Official Pest Report, No. GBR-32/1. Rome, Italy: FAO."
R14480,DK,1961,NOBANIS - European Network on Invasive Alien Species. 
R16501,IL,1958,"Ben Eliahu, N.M., 1991. Red Sea Serpulids Polychaeta) in the Eastern Mediterranean. Ophelia supplement 5: 515-528"
R14481,LB,1965,"Laubier, L., 1966. Sur quelques Annelides polychaetes de la region de Beyrouth. Am. Univ. Beirut Misc. Pap., 5: 9-22."
R19454,IT,1957,Van Valkenburg & Pot 2008
R16839,TR,1988,"Avsar, N., Meric, E. & Ergin, M., 2001. Iskenderun Korfezi bentojenik sedimentlerinin foraminifer icerigi. Hacettepe Universitesi Yerbilimleri, 24: 97-112."
R16840,TR,1988,"Avsar, N., Meric, E. & Ergin, M., 2001. Iskenderun Korfezi bentojenik sedimentlerinin foraminifer icerigi. Hacettepe Universitesi Yerbilimleri, 24: 97-112."
R17427,IL,1996,"Hyams-Kaphzan, O., Almogi-Labin, A., Sivan, D. & Benjamini, C., 2008. Benthic foraminifera assemblage change along the southeastern Mediterranean inner shelf due to fall-off of Nile-derived siliciclastics. Neues Jahrbuch fur Geologie und Palaontologie Abhandlungen, 248 (3): 315-344."
R14485,FR,1980,"Vignault et al., 1980"
R14486,FR,1977,"Zibrowius, H. & Bianchi, C.N., 1981. Spirorbis marioni et Pileolaria berkeleyana, Spirorbidae exotiques dans les ports de la Mediterrane./e nord-ocidentale. Rapp et proc-verb reun Commis Int Explor Sci Mer Mediterr Monaco 27(2):163-164."
R17770,IS,1991,"Ólafsson E 1991. Íslenskt skordýratal [a checklist of Icelandic insects]. Fjölrit Náttúrufraeðistofnunar 17, the Icelandic Institute of Natural History, Reykjavik, 138 p. [In Icelandic]."
R20072,ES,2021,"Vives Moreno A, Gastón J, 2020. [Five new species for the fauna of Spain and other interesting lepidopterological information for Spain and Sudan (Insecta: Lepidoptera)]. SHILAP Revista de lepidopterología 48(192), 717-731 (in Spanish).
"
R14496,UK,1978,Seymour & Kilby (1978) Report MAFF Plant Pathology Lab. 10: 1–54.
R14497,NL,1968,Lopez- Vaamonde et al (2010) Biorisk 4: 603-668
R16502,IL,1998,"Lamprell, K.L., 1998. Recent Spondylus species from the Middle East and adjacent regions, with the description of two new species. Vita Marina, 45(1-2): 41-60."
R16503,IL,2002,"Mienis, H.K., 2004. New data concerning the presence of Lessepsian and other Indo-Pacific migrants among the molluscs in the Mediterranean Sea with emphasize on the situation in Israel. pp. 117-131. In: B.Ozturk & A.Salman (eds.). 1st National malacology"
R14499,IL,1988,"Mienis, H.K., Galili, E. & Rapoport, J., 1993. the spiny oyster, Spondylus spinosus, a well established Indo-Pacific bivalve in the eastern Mediterranean off Israel (Mollusca, Bivalvia, Spondylidae). Zoology in the Middle East: Mollusca, 9: 83-91."
R14500,FR,1967,"Goulletquer, P., Bachelet, G., Sauriau, P.G. & Noel, P., 2002. Open Atlantic coast of Europe a century of introduced species into French waters. In: Leppäkoski E, Gollasch S, Olenin S (eds) Invasive aquatic species of Europe: distribution, impacts and management. Kluwer, Dordrecht, pp 276-290."
R18094,HR,1875,Herb. P. Magnus 88 (see USDA ARS BPI 177426)
R14501,HU,1882,GBIF-Sweden: Fungi (S). Accessed via http://www.gbif.org/occurrence/2414508
R18095,IT,1938,"Ciferri R, (1938). Flora Italica Cryptoama. Fasc. 17. Pars 1: Fungi. Ustilaginales: Tilletiaceae, Graphiolaceae, Ustilaginaceae. Società Botanica Italiana. 443 pp."
R14504,PT,1991,"CABI/EPPO, 2008. Sporisorium scitamineum. [Distribution map]. Distribution Maps of Plant Diseases, April (Edition 7). Wallingford, UK: CABI, Map 79."
R14505,ES,1865,"Real Jardín Botánico (CSIC): Real Jardin Botanico, Madrid: MA-Funhist. Accessed via http://www.gbif.org/occurrence/31277554"
R14506,BE,1911,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R14507,BE,1911,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R14508,BE,1911,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R14509,AT,1900,NOBANIS - European Network on Invasive Alien Species. 
R14510,ES,1993,Euro+Med PlantBase - the information resource for Euro-Mediterranean plant diversity.. 2006-
R14511,TR,1946,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R14512,IT,1917,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R14513,AT,1985,NOBANIS - European Network on Invasive Alien Species. 
R14515,IT,1953,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R14516,BE,1900,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R18146,EE,1994,CBS Fungal Biodiversity Centre: CBS fungi strains. Accessed via http://www.gbif.org/occurrence/5358169
R16504,IL,1973,"Ben Tuvia, A., 1978. Immigration of fishes through the Suez Canal. Fishery Bulletin 76(1): 249-255"
R17625,IE,2001,"Caffrey et al., 2008"
R14519,NL,1916,Naturalis Biodiversity Center: Nationaal Herbarium Nederland. Accessed via http://www.gbif.org/occurrence/299261508
R14520,EL,1987,"Avgelis AD, Katis N, 1989. Occurrence of squash mosaic virus in melons in Greece. Plant Pathology 38:111-113"
R20196,UK,1873,"Bruemmer, C., S. Rushton, et al. (2010). ""Epidemiology of squirrelpox virus in grey squirrels in the UK."" Epidemiology & Infection 138(7): 941-950.		"
R14521,CZ,1924,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R14522,UK,1500,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R14523,DK,1847,NOBANIS - European Network on Invasive Alien Species. 
R14525,SE,1744,NOBANIS - European Network on Invasive Alien Species. 
R14526,BE,1922,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R14527,EE,1807,NOBANIS - European Network on Invasive Alien Species. 
R14528,BE,1872,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R14530,DK,1896,NOBANIS - European Network on Invasive Alien Species. 
R14532,NO,1912,NOBANIS - European Network on Invasive Alien Species. 
R14533,NO,1968,NOBANIS - European Network on Invasive Alien Species. 
R14534,NO,1928,NOBANIS - European Network on Invasive Alien Species. 
R14536,NO,1901,NOBANIS - European Network on Invasive Alien Species. 
R14538,UK,1915,"Carter CI, 1983, Some new aphid arrivals to Britain's forests., Proc. Trans. Brit. Entomol. Nat. Hist. Soc., 16, 81-87"
R14539,BE,1948,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R20235,IT,2018,"Zenetos A, Alabno PG, López Garcia E, Stern N, Tsiamis K and Galanidi M, 2022. Established non-indigenous species increased by 40% in 11 years in the Mediterranean Sea. Mediterranean Marine Science, 23(1). https://doi.org/10.12681/mms.29106"
R14541,SE,1850,"Nentwig W, Kobelt M, 2010, Spiders (Araneae)., BioRisk, 4, 131-147"
R14542,UK,1879,UK-E_DB
R14543,AT,1852,"Nentwig W, Kobelt M, 2010, Spiders (Araneae)., BioRisk, 4, 131-147"
R17195,AT,1876,Giraud & Laboulbène (1878) Ann. Soc. Entomol. France 5: 397-436.
R19107,MT,2014,"UoM, 2014"
R14545,NL,2000,"EPPO reporting service n.03 - 2001, 2001/045"
R14546,IT,1900,"Denux O, Zagatti P, 2010, Coleoptera families other than Cerambycidae, Curculionidae sensu lato, Chrysomelidae sensu lato and Coccinellidae., BioRisk, 4, 315-406"
R18163,EL,1915,"Kraus F. 2009. Alien Reptiles and Amphibians. A Scientific Compendium and Analysis. Springer, Dordrecht, the Netherlands. Kraus, F., and E.W. Campbell III. 2002."
R14548,IS,1861,NOBANIS - European Network on Invasive Alien Species. 
R14555,IT,1888,the New York Botanical Garden: Herbarium of the New York Botanical Garden. Accessed via http://www.gbif.org/occurrence/216850307
R14558,UK,1913,Bagnall (1913) J. econ. Biology 8: 231-240.
R14559,FR,1999,Streito & Martinez (2005) Phytoma 586: 16-20.
R14560,FO,1981,"Denux O, Zagatti P, 2010, Coleoptera families other than Cerambycidae, Curculionidae sensu lato, Chrysomelidae sensu lato and Coccinellidae., BioRisk, 4, 315-406"
R14561,AT,1993,"EPPO; NPPO of Austria (1993, 2012-11)"
R14562,AT,1993,"EPPO; NPPO of Austria (1993, 2012-11)"
R14563,ES,2009,"Arechavaleta, M., S. Rodríguez, N. Zurita & A. García (Coord.) 2010. Lista de especies silvestres de Canarias (hongos, plantas y animales terrestres) 2009. Gobierno de Canarias. 579 pp."
R14564,FR,1924,Séguy E (1924) Les Insectes parasites de l'homme et des animaux domestiques. Paris : Paul Lechevalier. 422 pp.
R20329,ES,2008,"Valls, L., Rueda, J. & Mesquita-Joanes, F. Rice fields as facilitators of freshwater invasions in protected wetlands: the case of Ostracoda (Crustacea) in the Albufera Natural Park (E Spain). Zool. Stud. 53, 68 (2014). https://doi.org/10.1186/s40555-014-0068-5"
R14568,DE,1952,Geiter et al. (2002) Bestandsaufnahme und Bewertung von Neozoen in Deutschland. Texte des Umweltbundesamtes
R14569,RU,1926,Dombrovskaja (1936) Trudy Instit. Zool. Akad. Nauk Leningrad 3: 409–428.
R14570,IT,1964,Mariani & Beccari F (1964) Rivist. Agric. Subtrop. Tropic. 58: 362–370.
R14571,LV,1957,http://www.nobanis.org/NationalInfo.asp?countryID=LV&taxaID=11884
R19277,FR,1896,"Dautzenberg (1896) La Feuille des Jeunes Naturalistes Sér. 3, 26 (306): 114"
R14572,FR,1900,Sauvard et al. (2010): BioRisk 4: 219-266
R14573,ES,1989,"Rodríguez R, Barrientos J. 1993. Las familias Halophilosciidae y Philosciidae en el Archipiélago Canario (Crustacea: Isopoda: Oniscidea). Bol Asoc Esp Ent 17: 183-195."
R14575,ES,1989,"Sánchez Vicente S. & Gómez López M.S. (2012) Presence of Stenoponia tripectinata (Tiraboschi, 1902)(Siphonaptera, Ctenophtalmidae) in murine (Rodentia)from the Canary Islands. Acta Parasitologica, 57: 190–193"
R14577,UK,1969,http://ukmoths.org.uk
R14580,PT,1894,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R20057,EG,1933,"Nikolopoulou Stamatina, Dimitriou D. Panagiotis and Tsikopoulou Irini (2016). Digitation of The fishery grounds near Alexandria. X Amphipoda benthonica. Notes and Memoirs No 11. Hydrobiology and Fisheries Directorate, 1936, Egypt https://doi.org/10.15468/qjowyt accessed via GBIF.org on 2021-10-16."
R19689,ES,2010,"FERNANDEZ-GONZALEZ V. and P. SANCHEZ-JEREZ, 2017. Fouling assemblages associated with off-coast aqua"
R14582,NO,1992,NOBANIS - European Network on Invasive Alien Species. 
R14583,DE,1906,"Rabitsch W, 2010, True Bugs (Hemiptera, Heteroptera)., BioRisk, 4, 407-433"
R14584,NL,1904,"Rabitsch W, 2010, True Bugs (Hemiptera, Heteroptera)., BioRisk, 4, 407-433"
R14585,NL,1900,"Rabitsch W, 2010, True Bugs (Hemiptera, Heteroptera)., BioRisk, 4, 407-433"
R14586,NL,1994,"Rabitsch W, 2010, True Bugs (Hemiptera, Heteroptera)., BioRisk, 4, 407-433"
R17958,FR,2009,"Streito JC, Matocq A & Guilbert E, 2010, Découverte d’un foyer de Corythauma ayyari (Drake 1933) et point sur la présence de plusieurs espèces de Stephanitis envahissants en France (Hemiptera: Tingidae)., L'Entomologiste, 66, 7-12"
R14587,IL,1924,"Steinitz, W., 1927. Beitrage zur Kenntnis der Kustenfauna Palastinas. I. Pubblicazioni della Stazione Zoologica di Napoli, 8(3-4): 311-353."
R14588,SE,1986,Nobanis (2013)
R19694,IS,1997,"Gunnarsson, K., Eydal, A., Ólafsdóttir, S.R. and Örnólfsdóttir, Ö.B. (2011): Svifþörungarnir Mediopy"
R19644,FR,2010,"Brylinski J-M, Courcot L, 2019. Report of two Mediterranean species of Stephos T. Scott, 1892 (Copep"
R19645,FR,2014,"Brylinski J-M, Courcot L, 2019. Report of two Mediterranean species of Stephos T. Scott, 1892 (Copep"
R17602,UK,2007,"Shelley R., Widdicombe S., Woodward M., Stevens T., McNeill C.L. and Kendall M.A. (2008) An investigation of the impacts on biodiversity and ecosystem functioning of soft sediments by the non-native polychaete Sternaspis scutata (Polychaeta: Sternaspidae). Journal of Experimental Marine Biology and Ecology 366, 146–150."
R14591,UK,1500,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R14592,SE,1973,"Nobanis (2013), CABI-ISC"
R14593,IT,1969,"Pastore, M., 1976. Decapoda Crustacea in the Gulf of Taranto and the Gulf of Catania with a discussion of a new species of Dromiidae (Decapoda Brachyoura) in the Mediterranean Sea. thalassia Jugoslavica, 8(1): 105-117."
R20330,IT,2020,"Ferri, V., Battisti, C., Soccini, C., & Santoro, R. (2020). A hotspot of xenodiversity: First evidence of an assemblage of non-native freshwater turtles in a suburban wetland in Central Italy. Lakes & Reservoirs: Research & Management, 25(2), 250-257."
R06723,ES,1990,"Rolan, E., 1992. Dos especies más de moluscos mediterráneos introducidas en la bahía de O Grove. thalassas 10: 135."
R06724,ES,1981,"Rolán, E., Trigo, J., Otero-Schmitt, J. & Rolan-Alvarez, E., 1985. Especies implantadas lejos de su área de distribución natural. thalassas 3: 29-36."
R20331,ES,1996,"Quintas, P., Cacabelos, E. & Troncoso, J.S. (2012). Inventario de los moluscos y poliquetos asociados a las praderas de Zostera marina y Zostera noltei de la Ensenada de O Grove (Galicia, N-O España). Boletín de la Real Sociedad Española de Historia Natural. Sección Biológica  106: 113-126"
R20332,ES,1998,"Quintas, P., Cacabelos, E. & Troncoso, J.S. (2012). Inventario de los moluscos y poliquetos asociados a las praderas de Zostera marina y Zostera noltei de la Ensenada de O Grove (Galicia, N-O España). Boletín de la Real Sociedad Española de Historia Natural. Sección Biológica  106: 113-126"
R14594,TR,1989,"Tringali, L., 1994. Levant Sea: A new Lessepsian host of the genus Sticteulima F.C. Laseron, 1955. La Conchiglia, 273: 57-58."
R14595,HU,1912,"Mifsud D, Coquempot C, Mühlethaler R, Wilson M, Streito J-C, 2010, Other Hemiptera Sternorrhyncha (Aleyrodidae, Phylooxeroidea, and Psylloidea) and Hemiptera Auchenorrhyncha., BioRisk, 4, 511-552"
R14597,PT,2005,Borges et al. (2005) Direccao Regional do Ambiente and Universidade das Açores
R14598,FR,1985,Navajas et al. (2010) Biorisk 4: 149-192
R17670,IT,2007,Pellizzari & Duso (2009) Bulletin of Insectology 62 (2): 149-151
R14599,SE,1812,"Lund Botanical Museum (LD): Lund Botanical Museum (LD), 2013-08-06. Accessed via http://www.gbif.org/occurrence/788692566"
R14600,AT,1996,Christian (1996) Verhandl. Zool.-Bot. Gesell. Österreich 133: 107-132.
R14601,UK,1960,"Barber AD, Keay AN (1988) Provisional atlas of the centipedes of the British Isles. Biological Records Centre, Natural Environment Research Council, Institute of Terrestrial Ecology; Monks Wood Experimental Station Huntington. 127 pp."
R14602,SE,1949,Palmén E. (1949). the Chilopoda of Eastern Fennoscandia. Ann.Zool.Soc.Zool.Bot.Fenn.Vanamo 13:1-54.
R14603,PT,1995,Lopez- Vaamonde et al (2010) Biorisk 4: 603-668
R14604,PT,2005,Lopez- Vaamonde et al (2010) Biorisk 4: 603-668
R14605,PT,1998,Lopez- Vaamonde et al (2010) Biorisk 4: 603-668
R14606,SE,1985,Lopez- Vaamonde et al (2010) Biorisk 4: 603-668
R14607,UK,1914,Lopez- Vaamonde et al (2010) Biorisk 4: 603-668
R14608,UK,1928,Lopez- Vaamonde et al (2010) Biorisk 4: 603-668
R18125,AT,2003,"Cech, T. (2006)"
R18256,FR,2004,Euro+Med PlantBase - the information resource for Euro-Mediterranean plant diversity.. 2006-
R14611,BE,1948,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R00165,BE,1835,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R14612,UK,1959,Online Atlas of the British and Irish flora. 
R14613,LV,1961,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R14614,DK,1913,NOBANIS - European Network on Invasive Alien Species. 
R14615,BE,1902,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R07865,ES,2007,Euro+Med PlantBase - the information resource for Euro-Mediterranean plant diversity.. 2006-
R14616,BE,1824,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R18340,BE,1896,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R00167,DE,1500,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R14619,BE,1953,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R14620,BE,1947,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R19389,IL,2015,"Fricke et al., 2015"
R17581,IL,2009,"Fricke, R., Golani, D. & Appelbaum-Golani, B., 2012. First record of the Indian Ocean anchovy Stolephorus insularis Hardenberg, 1933 (Clupeiformes: Engraulidae) in the Mediterranean. Bioinvasions Records, 1 (4): 303-306."
R14623,IT,1980,"Coeur d'Acier A, Pérez Hidalgo N, Petrovic-Obradovic O, 2010, Aphids (Hemiptera, Aphididae)., BioRisk, 4, 435-474"
R14624,TR,1999,"Schniebs, K., 2000. Erster Nachweis einer Stomatelliden-Art im Mittelmeer (Gastropoda: Prosobranchia). Malakologische Abhandlungen, 20(11): 99-100."
R14625,UK,1972,Transactions of the British Mycological Society 68 (1–3): 158 (1977)
R16843,IT,1985,"Morand, P. & Dallot, S., 1985. Variations annuelles et pluriannuelles de quelques especes du macroplancton cotier de la Mer Ligure (1898-1914). Rapports de la Commission Internationale pour l'Exploration Scientifique de la Mer Mediterranee, 29: 295-297."
R14626,ES,2009,"Arechavaleta, M., S. Rodríguez, N. Zurita & A. García (Coord.) 2010. Lista de especies silvestres de Canarias (hongos, plantas y animales terrestres) 2009. Gobierno de Canarias. 579 pp."
R14627,ES,1898,"Vicente, M. C. & Enghoff, H., 1999. the millipedes of the Canary Islands (Myriapoda: Diplopoda). Vieraea, 27: 183-204."
R18026,IT,2003,"Pellizzari G , 2003, Hemiptera Coccoidea nuovi o poco noti per l'Italia., Boll. zool. agraria Bachicolt., 35, 99-106"
R20090,FR,2018,"Pezy JP, Raoux A, Kerckhof F, Dauvin JC, 2019. First record of the gastropod Stramonita haemastoma (Linnaeus, 1767) in the English Channel. BioInvasions Record, https://doi.org/10.3391/bir.2019.8.2.08"
R14628,IT,1960,Rossi et al. (2003) J. Limnol. 62(1): 1-8
R14630,UK,1850,"Berkeley, M.J.; Broome, C.E., Notices of British Fungi 9: 365-380. Strasseria geniculata , on/with Pinus strobus, --/03/1850, British Isles, col.: C.E. Broome (421*),FRDBI No.: 490723."
R14631,AT,1963,Nobanis (2013)
R14632,IE,1805,NOBANIS - European Network on Invasive Alien Species. 
R17717,DE,2008,EPPO Reporting Services (2011) 037
R16844,IT,1981,"Giangrande, A., Gambi, M.C. & Fresi, E., 1981. Two species of Polychaetes new to the Mediterranean fauna. Boll Zool 48:311-317."
R14637,NL,1910,"Horst, R., 1910. Des anneliden dee Zuiderzee. T. Ned.Dierkundize Ver., 2,11: 138-152."
R14638,RU,2001,"Murina, G.V.V., 2008. Find of Polyc haete Streblospio sp. (Polycha-eta: Spionidae) in the Black Sea Port of Novorossiysk, Mors’koi Ekologich. Zh., 2008, no. 1, vol. 7, p. 46"
R14640,BG,1853,Long Jl (1981). Introduced Birds Of the World. Universe Books. New York. 528 pp.
R14642,CY,1940,Flint P.R. & Steward P.F. 1992. the Birds Of Cyprus - Tring: British Ornithologists' Union Check-List No.6 (2Nd Edition).
R14643,ES,2002,"Clavell I Corbera, J. (2002). Catàleg Dels Ocells Dels Països Catalans : (Catalunya, País Valencià, Illes Balears, Catalunya Nord). Barcelona: Lynx."
R14644,TR,1967,Long Jl (1981). Introduced Birds Of the World. Universe Books. New York. 528 pp.
R17395,BG,1964,"Kaneva-Abadjieva, V. & Marinov, T., 1966. Distribution of sandy macrozoobenthos community along Bulgarian Black Sea coast. Izv. NIRSO, 7, 69-96."
R14647,IT,1944,"Denux O, Zagatti P, 2010, Coleoptera families other than Cerambycidae, Curculionidae sensu lato, Chrysomelidae sensu lato and Coccinellidae., BioRisk, 4, 315-406"
R14650,ES,2001,"Martín, A. & Lorenzo, J. A. (2001). Aves Del Archipiélago Canario. Francisco Lemus Editor."
R19787,DE,1975,"Snow D, Perrins C, 1998. The birds of the western Palearctic (Volume 1). Oxford Uni Press, New York, USA."
R14653,UK,1965,Ackland DM (1965) Two new british species of Anthomyiidae (Diptera) with taxonomic notes on related species. Entomologist’s Monthly Magazine 100: 136–144.
R14654,UK,1965,Ackland DM (1965) Two new british species of Anthomyiidae (Diptera) with taxonomic notes on related species. Entomologist’s Monthly Magazine 100: 136–144.
R14655,UK,1965,Ackland DM (1965) Two new british species of Anthomyiidae (Diptera) with taxonomic notes on related species. Entomologist’s Monthly Magazine 100: 136–144.
R14657,SE,1858,"Lund Botanical Museum (LD): Lund Botanical Museum (LD), 2013-08-06. Accessed via http://www.gbif.org/occurrence/788659890"
R18098,HU,1883,Linhart Fungi Hungarici 200 (see USDA ARS BPI 456480A)
R14659,UK,1883,"Alfieri, S.A. (1966). Plant Pathology Circular No. 46. Florida Department of Agriculture"
R14661,PT,1897,Cocquempot & Lindelöw (2010) BioRisk 4: 193–218
R14662,CZ,1952,Zajíček D. (1955) Acta univ agric silvic Brno (B): 29-38.
R14663,CZ,1977,Prokopic J. and Pavlásek (1977) Vet Med (Praha) 22(8): 505-512.
R14664,PL,1956,Tarczynski S. (1956) Wiad Parazytol 2(5): 177-178.
R14665,CZ,1955,Erhardová B. (1958) Čs Parasitol 5(1): 27- 103.
R20065,IT,2011,"Romeo C., Wauters L.A., Ferrari N., Lanfranchi P., Martinoli A., Pisanu B., Preatoni D.G., Saino N. 2014. Macroparasite Fauna of Alien Grey Squirrels (Sciurus Carolinensis): Composition, Variability and Implications for Native Species. PLoS ONE 9: e88002. doi:10.1371/journal.pone.0088002"
R14666,UK,1949,Grove D.I. (1980) Br Med J 1: 598-601.
R14667,RU,1958,Malygin S.A. (1958) Med Parazytol (Mosk) 27(4): 446-447.
R14668,UK,1954,Poynter D. (1954) Vet Rec 66: 74-78.
R14669,UK,1969,"Poynter D. (1970) In: Bryans J.T. and Gerber H. eds Equine infectious diseases II. Proceedings of the Second International Conference on Equine Infectious Diseases, Paris 1969. Basel (Switzerland): 269-289."
R14670,UK,1954,Poynter D. (1954) Vet Rec 66: 74-78.
R14671,UK,1886,the New York Botanical Garden: Herbarium of the New York Botanical Garden. Accessed via http://www.gbif.org/occurrence/217288358
R14673,SI,1969,"Slovenian Fungal Database - Boletus informaticus. Slovenian Forestry Institute, Mycological Society of Slovenia, Institute for Systematics of Higher Fungi, 2008."
R14674,PT,2005,Sauvard et al. (2010): BioRisk 4: 219-266
R14675,DK,1930,NOBANIS - European Network on Invasive Alien Species. 
R14676,MT,1996,Schembri & Lafranco (1996) Introduced species in the Maltese Islands
R20342,EL,1987,"Demetriou J, Georgiadis C, Koutsoukos E, Borowiec L, Salata S (2023) ﻿Alien ants (Hymenoptera, Formicidae) on a quest to conquer Greece: a review including an updated species checklist and guidance for future research. NeoBiota 86: 81-122."
R14679,PT,1989,Rasplus et al. (2010) BioRisk 4: 669–776
R14681,BE,1906,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R17715,ES,2002,Carles-Tolra & Andersen (2002). Monogr. Socied. Entomol. Aragon. 8
R19840,ES,2008,"Carrete M, Tella JL, 2008. Wild-bird trade and exotic invasions: a new link of conservation concern? Frontiers in Ecology and the Environment, 6: 207-211"
R19846,ES,2008,"Carrete M, Tella JL, 2008. Wild-bird trade and exotic invasions: a new link of conservation concern? Frontiers in Ecology and the Environment, 6: 207-211"
R19809,ES,2008,"Carrete M, Tella JL, 2008. Wild-bird trade and exotic invasions: a new link of conservation concern? Frontiers in Ecology and the Environment, 6: 207-211"
R14692,DE,1996,Bestandsaufnahme Und Bewertung Von Neozoen In Deutschland (2002)
R14694,ES,2005,Grupo De Aves Exóticas (Gae-Seo/Birdlife) (2005)
R20333,EG,2014,"Fofonoff, P.W.; Ruiz, G.M.; Steves, B.; Carlton, J.T. (2014). National Exotic Marine and Estuarine Species Information System (NEMESIS) available online at http://invasions.si.edu/nemesis"
R14696,UK,1953,"Carlisle, D.B., 1954. Styela mammiculata, a new species of ascidian from the Plymouth area. J mar boil Ass UK 33:329-334."
R17476,TR,2005,"Cinar, M.E., 2009. Alien polychaete species (Annelida: Polychaeta) on the southern coast of Turkey (Levantine Sea, eastern Mediterranean), with 13 new records for the Mediterranean Sea. Journal of Natural History, 43,37: 2283 -2328."
R14699,NL,1921,"Hofker, J., 1930. Faunistische Beobachtungen in der Zuiderzee wa¨hrend der Trockenlegung. Z Morph Okol Tiere 18:189-216."
R17776,UK,1907,Patience (1907) Ann. Scottish Nat. Hist. 62: 85-88.
R14702,ES,1700,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R14703,IL,1973,"Lundberg, B., 1980. Selectivity of food algae by herbivorous fish Siganus rivulatus in the marine vegetation at Mikhmoret (the Mediterranean coast of Israel). PhD. thesis, the Hebrew university of Jerusalem, 181 pp."
R14704,PT,1952,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R18396,LV,1960,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R14705,EE,1993,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R14707,LV,1962,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R14709,LT,1848,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R19946,BY,2009,Raab-Straube E. von & Raus Th. (ed.) 2014
R14710,EE,1777,NOBANIS - European Network on Invasive Alien Species. 
R14714,DK,1956,NOBANIS - European Network on Invasive Alien Species. 
R16845,ES,1963,"Gaudy, 1963"
R14716,UK,1884,Kennard & Woodward (1926) Synonymy of the British non-marine Mollusca
R14717,UK,1948,Airy Shaw (1973) Kew Bull. 28: 387-409
R14718,DE,2002,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R14721,PL,1978,"Szwejda J. (1986) Suillia lurida Meig. (Helomyzidae, Dipt.) - a new garlic pest in Poland. Ochrona Roslin 30: 14-16."
R14723,UK,1970,"Watling, R. 1970. Boletaceae, Gomphidiaceae, Paxillaceae. – In: Henderson, D.M., Orton, P.D. & Watling, R. [eds]. British fungus flora. Agarics and Boleti. Vol. 1. Royal Botanic Garden, Edinburgh."
R14724,NO,1852,"Natural History Museum, University of Oslo: Mycology herbarium, Oslo (O), 2013-10-27. Accessed via http://www.gbif.org/occurrence/19722026"
R14726,NO,1836,"Natural History Museum, University of Oslo: Mycology herbarium, Oslo (O), 2013-10-27. Accessed via http://www.gbif.org/occurrence/19721352"
R14727,NO,1882,"Natural History Museum, University of Oslo: Mycology herbarium, Oslo (O), 2013-10-27. Accessed via http://www.gbif.org/occurrence/19721372"
R14728,UK,1830,"Watling, R. (1965). Transactions of the Botanical Society of Edinburgh, 40:100-120"
R18123,UK,1952,"Legon, N.W.; Henrici, A.,(2005) Checklist of the British & Irish Basidiomycota: 517 pp. Suillus lakei, on/with Pseudotsuga menziesii, soil, conifer woodland, --/--/1952, England, Hertfordshire (VC:20), col.: anon, id: anon, FRDBI No.: 1113723."
